itemName(),action,agent,client,component,duration,ip,map,time,user
2011-11-15T01:53:44.873_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,12,2011-11-15T01:53:44.873,
2011-11-15T01:53:45.247_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,12,2011-11-15T01:53:45.247,
2011-11-15T01:53:45.715_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,12,2011-11-15T01:53:45.715,
2011-11-15T01:53:48.336_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,12,2011-11-15T01:53:48.336,
2011-11-15T01:53:49.053_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,12,2011-11-15T01:53:49.053,
2011-11-15T01:53:49.490_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,12,2011-11-15T01:53:49.490,
2011-11-15T01:53:50.130_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,12,2011-11-15T01:53:50.130,
2011-11-15T01:53:57.665_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,12,2011-11-15T01:53:57.665,
2011-11-15T01:53:58.211_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,12,2011-11-15T01:53:58.211,
2011-11-15T01:53:58.710_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,12,2011-11-15T01:53:58.710,
2011-11-15T01:54:00.207_10.244.166.27,stopAnimation,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,12,2011-11-15T01:54:00.207,
2011-11-15T01:54:00.629_10.244.166.27,startAnimation,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,12,2011-11-15T01:54:00.629,
2011-11-15T01:54:14.404_10.244.166.27,stopAnimation,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,12,2011-11-15T01:54:14.404,
2011-11-15T01:54:15.464_10.244.166.27,startAnimation,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,12,2011-11-15T01:54:15.464,
2011-11-15T01:54:26.634_10.244.166.27,dragThumb,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,0,10.244.166.27,11,2011-11-15T01:54:26.634,
2011-11-15T01:54:27.508_10.244.166.27,stopAnimation,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:54:27.508,
2011-11-15T01:54:28.022_10.244.166.27,startAnimation,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:54:28.022,
2011-11-15T01:54:45.557_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:54:45.557,
2011-11-15T01:54:45.573_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:54:45.573,
2011-11-15T01:54:45.588_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:54:45.588,
2011-11-15T01:54:45.604_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:54:45.604,
2011-11-15T01:54:45.619_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:54:45.619,
2011-11-15T01:54:45.635_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:54:45.635,
2011-11-15T01:54:45.651_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:54:45.651,
2011-11-15T01:54:45.666_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:54:45.666,
2011-11-15T01:54:45.697_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:54:45.697,
2011-11-15T01:54:45.729_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:54:45.729,
2011-11-15T01:54:45.744_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:54:45.744,
2011-11-15T01:54:45.760_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:54:45.760,
2011-11-15T01:54:45.791_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:54:45.791,
2011-11-15T01:54:45.807_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:54:45.807,
2011-11-15T01:54:45.822_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:54:45.822,
2011-11-15T01:54:45.838_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:54:45.838,
2011-11-15T01:54:45.853_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:54:45.853,
2011-11-15T01:54:45.869_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:54:45.869,
2011-11-15T01:54:45.885_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:54:45.885,
2011-11-15T01:54:45.900_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:54:45.900,
2011-11-15T01:54:46.134_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:54:46.134,
2011-11-15T01:54:46.509_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:54:46.509,
2011-11-15T01:54:46.930_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:54:46.930,
2011-11-15T01:54:48.100_10.244.166.27,stopAnimation,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:54:48.100,
2011-11-15T01:54:48.396_10.244.166.27,startAnimation,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:54:48.396,
2011-11-15T01:56:57.799_10.244.166.27,stopAnimation,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:56:57.799,
2011-11-15T01:56:58.158_10.244.166.27,startAnimation,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:56:58.158,
2011-11-15T01:57:14.507_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:57:14.507,
2011-11-15T01:57:15.162_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:57:15.162,
2011-11-15T01:57:15.178_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:57:15.178,
2011-11-15T01:57:15.209_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:57:15.209,
2011-11-15T01:57:15.224_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:57:15.224,
2011-11-15T01:57:15.240_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:57:15.240,
2011-11-15T01:57:15.256_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:57:15.256,
2011-11-15T01:57:15.271_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:57:15.271,
2011-11-15T01:57:15.302_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:57:15.302,
2011-11-15T01:57:15.318_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:57:15.318,
2011-11-15T01:57:15.334_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:57:15.334,
2011-11-15T01:57:15.349_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:57:15.349,
2011-11-15T01:57:15.365_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:57:15.365,
2011-11-15T01:57:15.380_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:57:15.380,
2011-11-15T01:57:15.396_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:57:15.396,
2011-11-15T01:57:15.412_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:57:15.412,
2011-11-15T01:57:15.427_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:57:15.427,
2011-11-15T01:57:15.458_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:57:15.458,
2011-11-15T01:57:15.474_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:57:15.474,
2011-11-15T01:57:15.490_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:57:15.490,
2011-11-15T01:57:15.505_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:57:15.505,
2011-11-15T01:57:15.521_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:57:15.521,
2011-11-15T01:57:17.424_10.244.166.27,stopAnimation,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:57:17.424,
2011-11-15T01:57:18.688_10.244.166.27,startAnimation,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:57:18.688,
2011-11-15T01:57:31.760_10.244.166.27,stopAnimation,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,11,2011-11-15T01:57:31.760,
2011-11-15T01:57:37.673_10.244.166.27,dragThumb,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,17,10.244.166.27,11,2011-11-15T01:57:37.673,
2011-11-15T01:58:47.983_10.244.166.27,stopAnimation,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,12,2011-11-15T01:58:47.983,
2011-11-15T01:58:48.357_10.244.166.27,startAnimation,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,12,2011-11-15T01:58:48.357,
2011-11-15T01:58:59.807_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,12,2011-11-15T01:58:59.807,
2011-11-15T01:59:00.806_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,12,2011-11-15T01:59:00.806,
2011-11-15T01:59:02.475_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,12,2011-11-15T01:59:02.475,
2011-11-15T01:59:03.271_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,12,2011-11-15T01:59:03.271,
2011-11-15T01:59:07.607_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,12,2011-11-15T01:59:07.607,
2011-11-15T01:59:08.231_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,12,2011-11-15T01:59:08.231,
2011-11-15T01:59:08.887_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,12,2011-11-15T01:59:08.887,
2011-11-15T01:59:09.308_10.244.166.27,adjustValues,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,12,2011-11-15T01:59:09.308,
2011-11-15T01:59:15.298_10.244.166.27,stopAnimation,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,12,2011-11-15T01:59:15.298,
2011-11-15T01:59:16.063_10.244.166.27,startAnimation,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",8a1958c3-f287-41cc-9d4c-ee39d35067dd,seasonalViz,,10.244.166.27,12,2011-11-15T01:59:16.063,
